73679968,true,4,5.061060575,54,117729,465,9,0.109148759,0,1,0
73680340,true,4,5.054944434,54,84982,232,13,0.136710947,0,1,0
73680353,true,4,5.1563873440000005,61,157885,307,14,0.106623091,0,1,0
73680403,true,4,5.051061611,72,140306,637,13,0.09805174,0,1,0
73680467,true,4,5.086504451000001,45,126372,1085,12,0.138027308,0,1,0
73680501,true,4,5.140807284999999,69,131966,1386,24,0.14878215,0,1,0
73680587,true,4,5.0794709010000005,64,110031,2024,11,0.10475205,0,1,0
73701440,true,4,5.004900798,56,113623,319,6,0.13409667,0,1,0
73701577,true,4,5.071349877,73,116047,895,14,0.123090913,0,1,0
73709164,true,4,5.087435886,79,174955,2520,21,0.11323232,0,1,0
73714400,true,4,5.118792427,72,116086,2940,10,0.093085048,0,1,0
73730567,true,4,5.140518395,79,152798,666,12,0.141390364,0,1,0
73732970,true,4,5.314374639999999,80,185285,759,22,0.091062818,0,1,0
73733991,true,4,5.382765575,99,142870,96,4,0.126986789,0,1,0
73750734,true,4,5.118951131,75,173197,430,16,0.097427326,0,1,0
73750810,true,4,5.033079148000001,74,155917,1030,10,0.094010112,0,1,0
73751570,true,4,5.0954388879999994,77,156117,301,9,0.166244831,0,1,0
73751747,true,4,5.252874123,91,139290,846,12,0.195582644,0,1,0
73751800,true,4,5.022798682,91,166235,1121,9,0.094460527,0,1,0
73751864,true,4,5.247349779,88,168679,1489,11,0.176564792,0,1,0
73751991,true,4,5.090179835,51,95274,2223,6,1.13332167,0,1,0
73752042,true,4,5.077203585,69,134964,2443,6,0.093012702,0,1,0
73752106,true,4,5.302823859,80,140744,2747,6,0.118030548,0,1,0
73752117,true,4,5.150990422,62,157413,2805,7,0.105348337,0,1,0
73752168,true,4,5.146904499,82,150199,3085,15,0.09596055,0,1,0
73752401,true,4,5.099671173999999,62,100967,196,2,0.117012088,0,1,0
73752447,true,4,5.137290167,86,133794,333,8,0.117377596,0,1,0
73753101,true,4,5.069986494,71,130755,929,2,0.109864549,0,1,0
73754078,true,4,5.2309677709999995,65,130474,460,7,0.18232447,0,1,0
73754244,true,4,5.146184334,78,160547,1108,14,0.112754395,0,1,0
73754333,true,4,5.048070637,102,148472,132,6,0.086827805,0,1,0
73754417,true,4,5.296755555,85,161706,399,12,0.203098816,0,1,0
73761376,true,4,5.127122494,98,148139,550,11,0.089706049,0,1,0
73768684,true,4,5.144524208,98,155354,4554,14,0.141998182,0,1,0
73779248,true,4,5.00254222,90,139841,3824,28,0.090089834,0,1,0
73782936,true,4,5.040995854,68,152714,1224,17,1.108119355,0,1,0
73783808,true,4,5.2262375,78,135144,475,14,0.169848819,0,1,0
73783850,true,4,5.030967201,79,144831,714,13,0.095462261,0,1,0
73784501,true,4,5.245053601,98,161991,557,14,0.105546897,0,1,0
73784516,true,4,5.029618096999998,75,125975,632,8,0.109956624,0,1,0
73784571,true,4,5.073279739,76,174606,940,12,0.113027672,0,1,0
73784985,true,4,5.290898203999999,76,116003,148,8,0.101375423,0,1,0
73785091,true,4,5.067082014,84,149564,656,16,0.087396324,0,1,0
73785199,true,4,5.033350103,73,151119,1278,12,0.078972238,0,1,0
73785254,true,4,5.575312626,58,135678,1541,13,0.109814869,0,1,0
73785360,true,4,5.008860955,73,116749,2076,8,0.119889415,0,1,0
73785515,true,4,5.1829667530000005,35,55232,2999,5,0.099914224,0,1,0
73785570,true,4,5.1447810810000005,97,171657,3380,16,0.145988967,0,1,0
73785619,true,4,5.084598226,82,121001,3667,6,0.09785021,0,1,0
73785679,true,4,5.154232979,79,149541,4026,17,0.097342464,0,1,0
73785726,true,4,5.265993133,81,155736,4309,11,0.121364158,0,1,0
73785780,true,4,5.034597323,74,114088,4610,11,0.134877506,0,1,0
73785885,true,4,5.103844076,42,57979,5190,4,0.172017381,0,1,0
73785939,true,4,5.209664087,77,132071,5502,14,0.111656523,0,1,0
73785993,true,4,5.187213396999999,82,142474,5828,16,0.123354489,0,1,0
73808617,true,4,5.075848671,61,88110,1017,15,0.159121039,0,1,0,10922
73810998,true,4,5.560168026,82,151516,566,22,0.058298206,0,1,0,10923
73969616,true,3,5.0082247540000004,85,151481,2975,31,0.075721124,0,1,0,28641
73970794,true,3,5.022354316,66,94171,1007,20,0.109303983,0,1,0,19991
73971041,true,3,5.026963481,65,121100,926,16,0.117858418,0,1,0,20183
73972732,true,3,6.134715168,56,88146,205,49,0.12806267,0,1,0,23690
73974014,true,3,5.026515344999999,70,129947,421,10,0.10904583,0,1,0,15825
73980837,true,3,5.16796325,71,121782,684,18,0.128816002,0,1,0,19810
73980947,true,3,5.010003384,66,144945,1790,21,0.112305449,0,1,0,18243
73986129,true,3,5.135748518,64,152795,6284,27,0.108055151,0,1,0,22476
73986222,true,3,5.066068876,104,155712,7372,27,0.10003178,0,1,0,23889
73986428,true,3,5.111210609,87,146146,940,21,0.113373286,0,1,0,19134
73986530,true,3,5.056646607999999,86,153813,488,20,0.14025785,0,1,0,17213
73992937,true,3,5.027641416,59,167785,1351,19,0.108721167,0,1,0,22985
73993142,true,3,5.066716154000001,54,128027,956,16,0.099719126,0,1,0,20761
73993233,true,3,5.866692919,93,163411,701,44,0.100365012,0,1,0,25577
73993659,true,3,5.141832377,76,146387,2388,28,0.133246046,0,1,0,25258
73993757,true,3,5.130220202999999,96,179870,3783,34,0.15305052,0,1,0,28175
74016859,true,3,5.060231433,77,184442,1413,24,0.114330627,0,1,0,15180
74033693,true,3,5.060294964000001,96,163093,6133,31,0.059227428,0,1,0,18546
74051144,true,3,5.106006608,72,104887,803,14,0.135066209,0,1,0,18456
74067382,true,3,5.022296918,82,156670,507,15,0.111184311,0,1,0,23896
74067396,true,3,5.196724498,87,149477,663,21,0.10797915,0,1,0,25294
74067561,true,3,5.706246583000001,23,70799,287,30,0.081186486,0,1,0,25784
74105855,true,3,5.003539875,65,135150,151,24,0.125972382,0,1,0,16049
74106742,true,3,5.121477732999999,84,147510,8373,18,0.067414526,0,1,0,18675
74106877,true,3,5.171479766,85,141914,9555,20,0.164952646,0,1,0,15811
74112493,true,3,5.360930967,88,166312,5716,35,0.14943455,0,1,0,25214
74123614,true,3,5.169548536,89,194198,404,37,0.168152701,0,1,0,26297
74123629,true,3,5.179444978,89,161934,657,38,0.11392543,0,1,0,24186
74130774,true,3,5.005004063000001,53,100792,1772,15,0.129116886,0,1,0,17588
74134808,true,3,5.3034183630000005,87,175493,934,25,0.108487782,0,1,0,23117
74134823,true,3,5.101953765,77,137282,1159,31,0.086778449,0,1,0,23033
74135832,true,3,5.160199203,72,162330,3967,26,0.114080801,0,1,0,25180
74135940,true,3,5.064032831,84,138781,5314,26,0.108631388,0,1,0,19770
74138472,true,3,5.075742547,57,130449,3705,21,0.089562459,0,1,0,21179
74138575,true,3,5.009851482,65,92709,4903,18,0.097790059,0,1,0,18920
74139156,true,3,5.019048656999998,92,135868,2355,26,0.100805749,0,1,0,18563
74139262,true,3,5.010535118,51,75265,3459,16,0.089399605,0,1,0,22301
74139379,true,3,5.079183759000001,39,139656,4706,28,0.105819338,0,1,0,22657
74145946,true,3,5.40465602,76,151392,751,16,0.091778201,0,1,0,16036
74145960,true,3,5.123000504,80,120340,870,14,0.129173393,0,1,0,15356
74145973,true,3,5.047657887,71,126449,974,17,0.114238336,0,1,0,19278
74147931,true,3,5.0656379660000015,58,161429,83,16,0.098383369,0,1,0,14525
74147982,true,3,5.052775963999999,90,228033,511,26,0.129703738,0,1,0,18393
74148035,true,3,6.421756899,96,162922,984,23,0.168642228,0,1,0,23768
74148147,true,3,5.038366984,85,143469,518,22,0.099049988,0,1,0,21827
74148307,true,3,5.796346672,101,172503,916,19,0.095893185,0,1,0,15092
74148360,true,3,5.186603573999999,83,131478,1310,22,0.086736426,0,1,0,16790
74149998,true,3,5.009764981,65,98750,473,27,0.038493439,0,1,0,24010
74168437,true,3,5.16034087,93,196052,1704,24,0.096467863,0,1,0,18971
74168451,true,3,5.025508308,78,140481,1901,24,0.042300878,0,1,0,21532
74168465,true,3,5.036441635000001,78,139341,2095,25,0.061891556,0,1,0,23121
74168681,true,3,5.043880339,96,122475,5056,31,0.123334719,0,1,0,27503
74168736,true,3,5.00465937,51,74691,5893,24,0.092963233,0,1,0,26538
74168749,true,3,5.177034678,95,145705,6172,102,0.165756463,0,1,0,29502
74173393,true,3,5.109302630999999,53,73965,1122,27,0.110115122,0,2,0,16124
74173522,true,3,5.194014662,57,105918,2230,31,0.101475074,0,1,0,17061
74174154,true,3,5.549683962,84,115681,1812,20,0.174395417,0,1,0,22619
74174589,true,3,5.124933637,80,109025,933,15,0.124289837,0,1,0,19723
74191778,true,3,5.016297860000001,76,150945,890,15,0.048527891,0,1,0,14776
74192601,true,3,5.090616981,81,177784,357,37,0.104761733,0,1,0,13558
74192712,true,3,5.018003901999999,73,112126,1193,16,0.137500118,0,1,0,17235
74196410,true,3,5.055451014999998,60,91294,2816,24,0.130528973,0,1,0,16234
74207768,true,3,5.130313811,70,122620,6005,21,0.115676632,0,1,0,17273
74207853,true,3,5.009238208,57,93067,6965,21,0.120911098,0,1,0,19584
74212950,true,3,5.463868575,82,141171,746,21,0.105048805,0,1,0,19387
74212992,true,3,5.287942653,73,120377,1216,48,0.329303825,0,1,0,20026
74216285,true,3,5.200600120000001,92,157778,650,34,0.125654393,0,1,0,20061
74230365,true,3,5.021795945000001,45,73885,1581,11,1.096910653,0,1,0,14316
